source_id,source_title,source_url,publisher_or_org,source_type,source_class,confidence,relevance_hint,evidence_count,run_count
real-9142147,Suma Teol&#243;gica,https://sumateologica.files.wordpress.com/2017/04/suma-teolc3b3gica.pdf,Bing HTML,web_result,scientific_knowledge_source,0.55,0.55,1,1
real-4107203,Suma Teol&#243;gica,https://sumateologica.files.wordpress.com/2017/04/suma-teolc3b3gica.pdf,Bing HTML,web_result,scientific_knowledge_source,0.55,0.55,1,1
real-5600163,Suma Teol&#243;gica,https://sumateologica.files.wordpress.com/2017/04/suma-teolc3b3gica.pdf,Bing HTML,web_result,scientific_knowledge_source,0.55,0.55,1,1
real-5710869,Suma Teol&#243;gica,https://sumateologica.files.wordpress.com/2017/04/suma-teolc3b3gica.pdf,Bing HTML,web_result,scientific_knowledge_source,0.55,0.55,1,1
real-754117,How Many Servings Are In A Gallon Of Tea? [2026],https://summerstirs.com/how-many-servings-are-in-a-gallon-of-tea/,Bing HTML,web_result,scientific_knowledge_source,0.55,0.55,1,1
real-6644739,Bacia: WOMEN BOOTS - amazon.com,https://www.amazon.com/stores/Bacia/page/4214B7C1-54C0-47A4-B4AC-B02B1489E234,Bing HTML,web_result,scientific_knowledge_source,0.55,0.7,1,1
real-2325730,Bacia: WOMEN BOOTS - amazon.com,https://www.amazon.com/stores/Bacia/page/4214B7C1-54C0-47A4-B4AC-B02B1489E234,Bing HTML,web_result,scientific_knowledge_source,0.55,0.7,1,1
real-2824521,Bacia: WOMEN BOOTS - amazon.com,https://www.amazon.com/stores/Bacia/page/4214B7C1-54C0-47A4-B4AC-B02B1489E234,Bing HTML,web_result,scientific_knowledge_source,0.55,0.7,1,1
real-79227,Bacia: WOMEN BOOTS - amazon.com,https://www.amazon.com/stores/Bacia/page/4214B7C1-54C0-47A4-B4AC-B02B1489E234,Bing HTML,web_result,scientific_knowledge_source,0.55,0.7,1,1
real-7484328,Bacia: WOMEN BOOTS - amazon.com,https://www.amazon.com/stores/Bacia/page/4214B7C1-54C0-47A4-B4AC-B02B1489E234,Bing HTML,web_result,scientific_knowledge_source,0.55,0.7,1,1
real-9297644,Bacia: WOMEN BOOTS - amazon.com,https://www.amazon.com/stores/Bacia/page/4214B7C1-54C0-47A4-B4AC-B02B1489E234,Bing HTML,web_result,scientific_knowledge_source,0.55,0.7,1,1
real-8290563,Bacia: WOMEN BOOTS - amazon.com,https://www.amazon.com/stores/Bacia/page/4214B7C1-54C0-47A4-B4AC-B02B1489E234,Bing HTML,web_result,scientific_knowledge_source,0.55,0.7,1,1
real-85080,Bacia: WOMEN BOOTS - amazon.com,https://www.amazon.com/stores/Bacia/page/4214B7C1-54C0-47A4-B4AC-B02B1489E234,Bing HTML,web_result,scientific_knowledge_source,0.55,0.7,1,1
real-3439944,Bacia: WOMEN BOOTS - amazon.com,https://www.amazon.com/stores/Bacia/page/4214B7C1-54C0-47A4-B4AC-B02B1489E234,Bing HTML,web_result,scientific_knowledge_source,0.55,0.7,1,1
real-784757,Bacia: WOMEN BOOTS - amazon.com,https://www.amazon.com/stores/Bacia/page/4214B7C1-54C0-47A4-B4AC-B02B1489E234,Bing HTML,web_result,scientific_knowledge_source,0.55,0.7,1,1
real-6861184,Bacia: WOMEN BOOTS - amazon.com,https://www.amazon.com/stores/Bacia/page/4214B7C1-54C0-47A4-B4AC-B02B1489E234,Bing HTML,web_result,scientific_knowledge_source,0.55,0.7,1,1
real-5295573,Bacia: WOMEN BOOTS - amazon.com,https://www.amazon.com/stores/Bacia/page/4214B7C1-54C0-47A4-B4AC-B02B1489E234,Bing HTML,web_result,scientific_knowledge_source,0.55,0.7,1,1
real-5465292,Bacia: WOMEN BOOTS - amazon.com,https://www.amazon.com/stores/Bacia/page/4214B7C1-54C0-47A4-B4AC-B02B1489E234,Bing HTML,web_result,scientific_knowledge_source,0.55,0.7,1,1
real-4512903,Bacia Top 20 Products from Women's Ankle Boots &amp; Booties ...,https://www.findthisbest.com/brand/840517-bacia,Bing HTML,web_result,scientific_knowledge_source,0.55,0.7,1,1
real-6612199,Bacia Top 20 Products from Women's Ankle Boots &amp; Booties ...,https://www.findthisbest.com/brand/840517-bacia,Bing HTML,web_result,scientific_knowledge_source,0.55,0.7,1,1
real-4353837,Bacia Top 20 Products from Women's Ankle Boots &amp; Booties ...,https://www.findthisbest.com/brand/840517-bacia,Bing HTML,web_result,scientific_knowledge_source,0.55,0.7,1,1
real-2370958,Bacia Top 20 Products from Women's Ankle Boots &amp; Booties ...,https://www.findthisbest.com/brand/840517-bacia,Bing HTML,web_result,scientific_knowledge_source,0.55,0.7,1,1
real-450571,Bacia Top 20 Products from Women's Ankle Boots &amp; Booties ...,https://www.findthisbest.com/brand/840517-bacia,Bing HTML,web_result,scientific_knowledge_source,0.55,0.7,1,1
real-4711847,Bacia Top 20 Products from Women's Ankle Boots &amp; Booties ...,https://www.findthisbest.com/brand/840517-bacia,Bing HTML,web_result,scientific_knowledge_source,0.55,0.7,1,1
real-480520,Bacia Top 20 Products from Women's Ankle Boots &amp; Booties ...,https://www.findthisbest.com/brand/840517-bacia,Bing HTML,web_result,scientific_knowledge_source,0.55,0.7,1,1
real-7401600,Bacia Top 20 Products from Women's Ankle Boots &amp; Booties ...,https://www.findthisbest.com/brand/840517-bacia,Bing HTML,web_result,scientific_knowledge_source,0.55,0.7,1,1
real-715798,Bacia Top 20 Products from Women's Ankle Boots &amp; Booties ...,https://www.findthisbest.com/brand/840517-bacia,Bing HTML,web_result,scientific_knowledge_source,0.55,0.7,1,1
real-7705710,Bacia Top 20 Products from Women's Ankle Boots &amp; Booties ...,https://www.findthisbest.com/brand/840517-bacia,Bing HTML,web_result,scientific_knowledge_source,0.55,0.7,1,1
real-6768202,Bacia Top 20 Products from Women's Ankle Boots &amp; Booties ...,https://www.findthisbest.com/brand/840517-bacia,Bing HTML,web_result,scientific_knowledge_source,0.55,0.7,1,1
real-6867992,Bacia Top 20 Products from Women's Ankle Boots &amp; Booties ...,https://www.findthisbest.com/brand/840517-bacia,Bing HTML,web_result,scientific_knowledge_source,0.55,0.7,1,1
real-813503,Bacia Top 20 Products from Women's Ankle Boots &amp; Booties ...,https://www.findthisbest.com/brand/840517-bacia,Bing HTML,web_result,scientific_knowledge_source,0.55,0.7,1,1
real-186311,Rio Salado - Online Community College,https://www.riosalado.edu/,Bing HTML,web_result,scientific_knowledge_source,0.55,0.65,1,1
real-9392027,Rio Salado - Online Community College,https://www.riosalado.edu/,Bing HTML,web_result,scientific_knowledge_source,0.55,0.65,1,1
real-6497322,Rio Salado - Online Community College,https://www.riosalado.edu/,Bing HTML,web_result,scientific_knowledge_source,0.55,0.65,1,1
real-9501266,Rio Salado - Online Community College,https://www.riosalado.edu/,Bing HTML,web_result,scientific_knowledge_source,0.55,0.65,1,1
real-350586,Rio Salado - Online Community College,https://www.riosalado.edu/,Bing HTML,web_result,scientific_knowledge_source,0.55,0.65,1,1
real-7680834,Rio Salado - Online Community College,https://www.riosalado.edu/,Bing HTML,web_result,scientific_knowledge_source,0.55,0.65,1,1
real-1330080,Rio Salado - Online Community College,https://www.riosalado.edu/,Bing HTML,web_result,scientific_knowledge_source,0.55,0.65,1,1
real-2011324,Rio Salado - Online Community College,https://www.riosalado.edu/,Bing HTML,web_result,scientific_knowledge_source,0.55,0.65,1,1
real-3897567,Rio Salado - Online Community College,https://www.riosalado.edu/,Bing HTML,web_result,scientific_knowledge_source,0.55,0.65,1,1
real-5797359,Rio Salado - Online Community College,https://www.riosalado.edu/,Bing HTML,web_result,scientific_knowledge_source,0.55,0.65,1,1
real-1374132,Rio Salado - Online Community College,https://www.riosalado.edu/,Bing HTML,web_result,scientific_knowledge_source,0.55,0.65,1,1
real-258099,Rio Salado - Online Community College,https://www.riosalado.edu/,Bing HTML,web_result,scientific_knowledge_source,0.55,0.65,1,1
real-9504145,Rio Salado - Online Community College,https://www.riosalado.edu/,Bing HTML,web_result,scientific_knowledge_source,0.55,0.65,1,1
real-1597552,Rio Salado - Online Community College,https://www.riosalado.edu/,Bing HTML,web_result,scientific_knowledge_source,0.55,0.65,1,1
real-4540942,Rio Salado - Online Community College,https://www.riosalado.edu/,Bing HTML,web_result,scientific_knowledge_source,0.55,0.65,1,1
real-9214444,Rio Salado - Online Community College,https://www.riosalado.edu/,Bing HTML,web_result,scientific_knowledge_source,0.55,0.65,1,1
real-4986531,Rio Salado - Online Community College,https://www.riosalado.edu/,Bing HTML,web_result,scientific_knowledge_source,0.55,0.65,1,1
real-2514655,Rio Salado - Online Community College,https://www.riosalado.edu/,Bing HTML,web_result,scientific_knowledge_source,0.55,0.65,1,1
real-1551970,Rio Salado - Online Community College,https://www.riosalado.edu/,Bing HTML,web_result,scientific_knowledge_source,0.55,0.65,1,1
real-9676072,Rio Salado - Online Community College,https://www.riosalado.edu/,Bing HTML,web_result,scientific_knowledge_source,0.55,0.65,1,1
real-8202781,Rio Salado - Online Community College,https://www.riosalado.edu/,Bing HTML,web_result,scientific_knowledge_source,0.55,0.65,1,1
real-492239,Rio Salado - Online Community College,https://www.riosalado.edu/,Bing HTML,web_result,scientific_knowledge_source,0.55,0.65,1,1
real-2114943,Rio Salado - Online Community College,https://www.riosalado.edu/,Bing HTML,web_result,scientific_knowledge_source,0.55,0.65,1,1
real-5630271,Rio Salado - Online Community College,https://www.riosalado.edu/,Bing HTML,web_result,scientific_knowledge_source,0.55,0.65,1,1
real-1630099,Rio Salado - Online Community College,https://www.riosalado.edu/,Bing HTML,web_result,scientific_knowledge_source,0.55,0.65,1,1
